seller,profile_url,products,observations,categories,top_category,ratings_total,rated_products,ratings_rank,ratings_share_pct,med_price_usd,min_price_usd,max_price_usd,free_products,subs,top_product_url,top_product_ratings,top_product_title
scoobafiles,https://scoobafiles.gumroad.com,1,1,1,Films > Video Production & Editing > LUTs,0,0,4218,0.0,25.05,25.05,25.05,0,0,https://scoobafiles.gumroad.com/l/eftnl,0,ScoobaFiles LUT's ScoobaFiles £18.60
scottzirkel,https://scottzirkel.gumroad.com,1,1,1,Films > Comedy,0,0,4219,0.0,5.01,5.01,5.01,0,0,https://scottzirkel.gumroad.com/l/he-guy,0,He-Guy and the Guys of the Universe Scott Zirkel £3.72
seattledesignnerds,https://seattledesignnerds.gumroad.com,1,1,1,Design > Industrial Design,0,0,4220,0.0,0.0,0.0,0.0,1,0,https://seattledesignnerds.gumroad.com/l/dWZOC,0,Flat Pack Ar.Sandbox Assembly Diagrams and CNC Cutting Files seattlede
sebbthefluff,https://sebbthefluff.gumroad.com,1,1,1,3D > Textures > Base,0,0,4221,0.0,10.02,10.02,10.02,0,0,https://sebbthefluff.gumroad.com/l/nxxqd,0,Aurora Wolf - Husky Texture Pack Sebb £7.44+
sellingdallabasas1,https://sellingdallabasas1.gumroad.com,1,1,1,Business & Money > Real Estate,0,0,4222,0.0,150.21,150.21,150.21,0,0,https://sellingdallabasas1.gumroad.com/l/fcpseq,0,250+ Dallas-Fort Worth Apartments for Your Airbnb Arbitrage Business T
senasam,https://senasam.gumroad.com,1,1,1,Business & Money > Personal Finance,0,0,4223,0.0,10.02,10.02,10.02,0,0,https://senasam.gumroad.com/l/PlanillaLiquidacionDeSueldo2024v1,0,Planilla de Cálculo de Liquidación de sueldo 2024 v1 Felipe Masanés Di
ser044d,https://ser044d.gumroad.com,1,1,1,Audio > Voiceover,0,0,4224,0.0,27.04,27.04,27.04,0,0,https://ser044d.gumroad.com/l/xjmgbp,0,Stabilize: A 7-Day Audio Series Loremi £20.08
sergicaballer,https://sergicaballer.gumroad.com,1,1,1,3D > 3D Assets > Maya,0,0,4225,0.0,60.09,60.09,60.09,0,0,https://sergicaballer.gumroad.com/l/kytpji,0,MeshSynergy - Tools Bundle Sergi Caballer Studio Top creator £44.62
sergiocasilimasfx,https://sergiocasilimasfx.gumroad.com,1,1,1,3D > 3D Assets > Accessories > Chokers,0,0,4226,0.0,34.04,34.04,34.04,0,0,https://sergiocasilimasfx.gumroad.com/l/egcfv,0,"Control Vellum Constraints HIP file Contains the ""Control Vellum Const"
serlixdg,https://serlixdg.gumroad.com,1,1,1,Fiction Books > Romance,0,0,4227,0.0,5.01,5.01,5.01,0,0,https://serlixdg.gumroad.com/l/SummerFlingForeverThingAHilariousBeachsideRomancewithanAccidentalRoommate,0,"Summer Fling, Forever Thing A Hilarious Beachside Romance with an Acci"
setproduct,https://setproduct.gumroad.com,1,1,1,Design > UI & Web > Figma,0,0,4228,0.0,195.27,195.27,195.27,0,0,https://setproduct.gumroad.com/l/figma-x,0,Setproduct «X» bundle - Two dashboard & mobile UI kits for Figma. Save
sevensloth,https://sevensloth.gumroad.com,1,1,1,Design > Branding > Logos,0,0,4229,0.0,0.0,0.0,0.0,1,0,https://sevensloth.gumroad.com/l/designersultimatestarterpack,0,715 left Designer's Ultimate Starter Pack SevenSloth £0.00+
sewwithdria,https://sewwithdria.gumroad.com,1,1,1,Design > Fashion Design,0,0,4230,0.0,50.06,50.06,50.06,0,0,https://sewwithdria.gumroad.com/l/cmhtlz,0,Virtual 1 on 1 (ruffle sock tutorial) Dria Sews £37.17
sexafterretirement,https://sexafterretirement.gumroad.com,1,2,2,Education > Science > Medicine,0,0,4231,0.0,89.15,89.15,89.15,0,0,https://sexafterretirement.gumroad.com/l/penileimplantguide,0,Dr. Kuan's Ultimate Guide to Penile Implants Sex After Retirement £66.
sgmcdowell,https://sgmcdowell.gumroad.com,1,1,1,Business & Money > Real Estate,0,0,4232,0.0,25.04,25.04,25.04,0,0,https://sgmcdowell.gumroad.com/l/gvxmwk,0,AI Playbooks for Realtors: Supercharge Your Real Estate Business with
shadigitalstore,https://shadigitalstore.gumroad.com,1,1,1,Design > Print & Packaging > Canva,0,0,4233,0.0,27.04,27.04,27.04,0,0,https://shadigitalstore.gumroad.com/l/familyplanner,0,The Ultimate Family & School Organizer Bundle Sharon Belle £20.08
shadow114,https://shadow114.gumroad.com,1,1,1,3D > Avatars > Male,0,0,4234,0.0,50.07,50.07,50.07,0,0,https://shadow114.gumroad.com/l/awaiq,0,"V E S S E L (PC ONLY, FBT, PHYS) CHEAPER ON PAYHIP Shvdow £37.18+"
shakeandstir,https://shakeandstir.gumroad.com,1,2,2,Music & Sound Design > Dance & Theater > Dance,0,0,4235,0.0,17.63,17.63,17.63,0,0,https://shakeandstir.gumroad.com/l/cMLdI,0,Animal Farm Script shakeandstir £13.09
shaneclements,https://shaneclements.gumroad.com,1,1,1,Audio > Hypnosis,0,0,4236,0.0,14.02,14.02,14.02,0,0,https://shaneclements.gumroad.com/l/daytraderhypnosis,0,Rewire & Release: Focus Reset (Trading Edition) Dr. Shane Clements D.M
shawnmayocoaching2,https://shawnmayocoaching2.gumroad.com,1,1,1,Business & Money > Gigs & Side Projects,0,0,4237,0.0,19.03,19.03,19.03,0,1,https://shawnmayocoaching2.gumroad.com/l/100ktoys,0,"Top 100,000 Toys Category Membership Shawn mayo £14.13 a month"
shelbyezra,https://shelbyezra.gumroad.com,1,1,1,Fiction Books > Romance,0,0,4238,0.0,3.0,3.0,3.0,0,0,https://shelbyezra.gumroad.com/l/desireofthenightdc,0,"""Desire of the Night"" Gumroad Digital version Shelby Ezra £2.23+"
shelbysolutions,https://shelbysolutions.gumroad.com,1,1,1,Education > Specialties,0,0,4239,0.0,75.13,75.13,75.13,0,0,https://shelbysolutions.gumroad.com/l/1on1,0,1:1 Coaching - 60 Minutes - 1 Session Shelby Bennion £55.79
shinoa,https://shinoa.gumroad.com,1,1,1,3D > VRChat > World Constraints,0,0,4240,0.0,0.0,0.0,0.0,1,0,https://shinoa.gumroad.com/l/Chihirosmakeup,0,Make up Chihiro Head Shino €0+
shoppingmacalabs,https://shoppingmacalabs.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Photoshop,0,0,4241,0.0,5.01,5.01,5.01,0,0,https://shoppingmacalabs.gumroad.com/l/MACALABS_SketchingPhotoshop-Brushes,0,MACALABS_Sketching Photoshop Brushes Marco Caradonna (MaCaLabs) £3.72
showreadyartist,https://showreadyartist.gumroad.com,1,1,1,Education > Specialties,0,0,4242,0.0,149.27,149.27,149.27,0,0,https://showreadyartist.gumroad.com/l/advance-control-system,0,Show Ready Artist | Advance & Control System — The Advancing System Us
shrutiagentai,https://shrutiagentai.gumroad.com,1,1,1,3D > VRChat > Worlds > Tools,0,0,4243,0.0,0.0,0.0,0.0,1,0,https://shrutiagentai.gumroad.com/l/3danimation_lovable,0,3D Animation Webistes x Lovable Shruti Singh £0.00+
shufflestudio,https://shufflestudio.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > Logic Pro,0,0,4244,0.0,10.38,10.38,10.38,0,0,https://shufflestudio.gumroad.com/l/JxJofLP22,0,Jax Jonas Style 2 Shuffle Studio £7.71
shuntyringfield,https://shuntyringfield.gumroad.com,1,1,1,Fitness & Health > Running,0,0,4245,0.0,20.04,20.04,20.04,0,0,https://shuntyringfield.gumroad.com/l/runningguide,0,A Beginner's Guide to Running Shunty Ringfield £14.88
shushant0657,https://shushant0657.gumroad.com,1,2,2,Design > Branding > Logos,0,0,4246,0.0,50.07,50.07,50.07,0,0,https://shushant0657.gumroad.com/l/airline_logos,0,700+ Airline logos in svg Shushant Kumar £37.18+
sickyw,https://sickyw.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Underwear,0,0,4247,0.0,4.0,4.0,4.0,0,0,https://sickyw.gumroad.com/l/kkpocq,0,crybaby choker ₊˚⊹♡ (personal and commercial ) Sicky £2.97
sideprojecticons,https://sideprojecticons.gumroad.com,1,1,1,Design > Icons > Vector Icons,0,0,4248,0.0,11.54,11.54,11.54,0,0,https://sideprojecticons.gumroad.com/l/businessbasics,0,50 business basics icons Side Project £8.57+
silverhaze,https://silverhaze.gumroad.com,1,1,1,Gaming > Streaming,0,0,4249,0.0,20.78,20.78,20.78,0,0,https://silverhaze.gumroad.com/l/RedFoxGirl,0,"VTuber - Red Fox Girl for vtube studio as a cute ginger, red full body"
simplesql,https://simplesql.gumroad.com,1,1,1,Education > Social Studies > Politics,0,0,4250,0.0,0.0,0.0,0.0,1,0,https://simplesql.gumroad.com/l/prolifehandbook,0,The Pro Life Handbook Joshua Decker £0.00+
simplyhealthyrecipes,https://simplyhealthyrecipes.gumroad.com,1,1,1,Fitness & Health > Weight Loss & Dieting,0,0,4251,0.0,15.02,15.02,15.02,0,0,https://simplyhealthyrecipes.gumroad.com/l/TheViralHigh-ProteinCookbook,0,The Viral High-Protein Cookbook Simply Healthy Recipes £11.15
siriusb,https://siriusb.gumroad.com,1,2,2,Films > Video Production & Editing > Video Assets & Loops > After Effects,0,0,4252,0.0,111.2,111.2,111.2,0,0,https://siriusb.gumroad.com/l/sacredgeo,0,6 left Sacred Geometry Volume 1 Sirius B £82.57
siyaolivia,https://siyaolivia.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Social Media,0,0,4253,0.0,200.28,200.28,200.28,0,0,https://siyaolivia.gumroad.com/l/thedigitalaudit,0,The Digital Audit Siya Olivia £148.72
sizra,https://sizra.gumroad.com,1,1,1,Photography > Cosplay,0,0,4254,0.0,20.04,20.04,20.04,0,0,https://sizra.gumroad.com/l/njrmr,0,Juri Han Photo Set Sizra £14.88
skerek,https://skerek.gumroad.com,1,2,2,3D > 3D Assets > Clothing > Outfits,0,0,4255,0.0,20.19,20.19,20.19,0,0,https://skerek.gumroad.com/l/ULTRAFIT,0,"ULTRA outfit MULTIBASE (Rexouium 1.7, Dante, Hyenid, Pubbchi, Nawulf,"
slayver,https://slayver.gumroad.com,1,1,1,3D > 3D Assets > Accessories > Gloves,0,0,4256,0.0,15.02,15.02,15.02,0,0,https://slayver.gumroad.com/l/scifi_gloves,0,"Sci-Fi Gloves Lowpoly, Sci-Fi Gloves 3d model with PBR textures. Three"
slideskills,https://slideskills.gumroad.com,1,1,1,Design > Print & Packaging > Canva,0,0,4257,0.0,92.32,92.32,92.32,0,0,https://slideskills.gumroad.com/l/LuxuryBrochure,0,Professional Luxury Brochure Create a professional high-quality brochu
slyyy,https://slyyy.gumroad.com,1,1,1,Music & Sound Design > Dance & Theater > Theater,0,0,4258,0.0,10.02,10.02,10.02,0,0,https://slyyy.gumroad.com/l/saikbg,0,30 methods: Ultimate guide to mastering dance (30 pages) sly £7.44
sm4mmy,https://sm4mmy.gumroad.com,1,1,1,3D > Textures > Base,0,0,4259,0.0,5.01,5.01,5.01,0,0,https://sm4mmy.gumroad.com/l/reindeer,0,Clover Reindeer Texture Sm4mmy £3.72
smartfunlearning,https://smartfunlearning.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Blender,0,0,4260,0.0,3.0,3.0,3.0,0,0,https://smartfunlearning.gumroad.com/l/oijzrb,0,Color Your Imagination: 30-Page Roblox Adventure Awaits! Emma £2.23
smitiwaqas,https://smitiwaqas.gumroad.com,1,2,2,Films > Movie > Foreign Language & International,0,0,4261,0.0,10.01,10.01,10.01,0,0,https://smitiwaqas.gumroad.com/l/darijawalk,0,🚶 Darija Walk™ Volume 1 smitiwaqas £7.43
smorishita,https://smorishita.gumroad.com,1,1,1,Design > Graphics > Textures & Patterns (2D),0,0,4262,0.0,500.71,500.71,500.71,0,0,https://smorishita.gumroad.com/l/rzIVY,0,How to Make a Webtoon: Even if you can't Draw || A Beginners Webcomic
smrtreach,https://smrtreach.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Email,0,0,4263,0.0,100.14,100.14,100.14,0,0,https://smrtreach.gumroad.com/l/LaunchApollo,0,Apollo.io Launchpad - Meetings Engine SmartReach £74.36
snowsounds,https://snowsounds.gumroad.com,1,1,1,Music & Sound Design,0,0,4264,0.0,60.1,60.1,60.1,0,0,https://snowsounds.gumroad.com/l/qpyhhc,0,SNOW SOUNDS - ROLAND SYSTEM-8 SOUND PACK VOL.1 Snow Sounds £44.63
socialbyao,https://socialbyao.gumroad.com,1,1,1,Design > Icons > 3D Icons,0,0,4265,0.0,37.05,37.05,37.05,0,0,https://socialbyao.gumroad.com/l/fmptub,0,AI EmPowered Content Creator Create a week of content in 3 hours (not
soheilkianfar,https://soheilkianfar.gumroad.com,1,1,1,3D > 3D Assets > Headwear > Hats,0,0,4266,0.0,10.01,10.01,10.01,0,0,https://soheilkianfar.gumroad.com/l/15Fantasy-Wizard-MageHats,0,15 Fantasy/Wizard/Mage Hats Soheil Kianfar £7.43
sohelstudio05,https://sohelstudio05.gumroad.com,1,1,1,Design > Fonts,0,0,4267,0.0,15.02,15.02,15.02,0,0,https://sohelstudio05.gumroad.com/l/Bile,0,Bile - Jewelry Boutique Typeface Sohel Studio £11.15+
soireestudio,https://soireestudio.gumroad.com,1,1,1,Business & Money > Accounting,0,0,4268,0.0,37.05,37.05,37.05,0,0,https://soireestudio.gumroad.com/l/run-the-numbers,0,Run the Numbers: Profitability & Pricing Notion Calculator Soirée Stud
solarisfields,https://solarisfields.gumroad.com,1,1,1,Audio > Subliminal Messages,0,0,4269,0.0,53.87,53.87,53.87,0,0,https://solarisfields.gumroad.com/l/qwqoq,0,2 left PRISMA - PERFECT HAIRS \\ MORPHIC FIELD [ELITE] solaris £40
soldwithjojo,https://soldwithjojo.gumroad.com,1,1,1,Business & Money > Real Estate,0,0,4270,0.0,25.04,25.04,25.04,0,0,https://soldwithjojo.gumroad.com/l/Godinhomeownership,0,Faith-Led First Steps to Homeowneship Jojo Hibbler-Westley £18.59
sonicvault,https://sonicvault.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Plugins > FL Studio,0,0,4271,0.0,25.05,25.05,25.05,0,0,https://sonicvault.gumroad.com/l/ep1,0,Sound Spa Productions Sonic Vault-Mixing Tutorial Episode 1 Stephen De
sorakaito,https://sorakaito.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Bodysuits,0,0,4272,0.0,6.73,6.73,6.73,0,0,https://sorakaito.gumroad.com/l/FemaleDeadPool,0,FemaleDeadPool sorakaito £5+
soriekim,https://soriekim.gumroad.com,1,1,1,Other,0,0,4273,0.0,250.45,250.45,250.45,0,0,https://soriekim.gumroad.com/l/SFI0726,0,Sketching From Imagination 0726 Sorie Kim Top creator £185.97
sorreal,https://sorreal.gumroad.com,1,1,1,Design > Architecture,0,0,4274,0.0,5.0,5.0,5.0,0,1,https://sorreal.gumroad.com/l/mnmqr,0,ArchiToolBox V-2.0 Sorreal $5 a month
sosooo,https://sosooo.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Bottoms,0,0,4275,0.0,2.01,2.01,2.01,0,0,https://sosooo.gumroad.com/l/StarThighHighs,0,"☆ ""StarThighHighs"" ☆ ✮⋆˙ Product Informations ˙⋆✮Polycount -&gt; 4,751"
soufyanhamid,https://soufyanhamid.gumroad.com,1,1,1,Design > Print & Packaging > Powerpoint,0,0,4276,0.0,97.14,97.14,97.14,0,0,https://soufyanhamid.gumroad.com/l/powerpoint-guide-for-finance,0,PowerPoint Guide for Finance Soufyan Hamid £72.13
soulbrotha,https://soulbrotha.gumroad.com,1,1,1,Music & Sound Design > Dance & Theater > Theater,0,0,4277,0.0,25.05,25.05,25.05,0,0,https://soulbrotha.gumroad.com/l/CiHBs,0,Edit your audio (SFW/non) SoulBrotherAudio £18.60+
soulyt,https://soulyt.gumroad.com,1,1,1,Music & Sound Design > Dance & Theater > Theater,0,0,4278,0.0,0.0,0.0,0.0,1,0,https://soulyt.gumroad.com/l/aoxxxu,0,FREE AUDIO-focus with this 14hz binaural beats Clear Mind & Soul £0.00
soundbathcenter,https://soundbathcenter.gumroad.com,1,1,1,Audio > Sleep & Meditation,0,0,4279,0.0,102.15,102.15,102.15,0,0,https://soundbathcenter.gumroad.com/l/Soundbath-bundle,0,Sound Bath Bundle (30% Off) The Soundbath Center Digital Store £75.85
soundsciencesoul,https://soundsciencesoul.gumroad.com,1,1,1,Audio > Hypnosis,0,0,4280,0.0,40.05,40.05,40.05,0,0,https://soundsciencesoul.gumroad.com/l/plufh,0,"Alpha Awakening: 7-Day Journey into Creative Visualization, Focus & St"
soundwavealchemy,https://soundwavealchemy.gumroad.com,1,1,1,Audio > Hypnosis,0,0,4281,0.0,24.04,24.04,24.04,0,0,https://soundwavealchemy.gumroad.com/l/BinauralBeatsforHealing,0,"Binaural Beats for Healing | 15-Track Collection for Focus, Sleep, and"
sovereign70,https://sovereign70.gumroad.com,1,1,1,Fiction Books > Mystery,0,0,4282,0.0,20.03,20.03,20.03,0,0,https://sovereign70.gumroad.com/l/xxaqta,0,"USA"" The “War Culture” and “Virtual Economy” that runs on Drugs and Cr"
soystephiee,https://soystephiee.gumroad.com,1,1,1,Design > Print & Packaging > Canva,0,0,4283,0.0,4.0,4.0,4.0,0,0,https://soystephiee.gumroad.com/l/flott,0,Love Dad book ᥫ᭡ ✨ Love Dad Book – Plantilla Editable en Canva ✨El mej
spanishivanna,https://spanishivanna.gumroad.com,1,1,1,Education > Classroom,0,0,4284,0.0,22.05,22.05,22.05,0,0,https://spanishivanna.gumroad.com/l/UsetheSpanishYouAlreadyKnow,0,Use the Spanish You Already Know Ivanna Ibarra £16.37
sparklelight,https://sparklelight.gumroad.com,1,1,1,Films > Movie > Black Voices,0,0,4285,0.0,2.69,2.69,2.69,0,0,https://sparklelight.gumroad.com/l/lvcsz,0,British Ghanaians: Lost In Translation This Critically Acclaimed and A
spatialclarity,https://spatialclarity.gumroad.com,1,2,2,Design > Architecture,0,0,4286,0.0,97.14,97.14,97.14,0,0,https://spatialclarity.gumroad.com/l/vjvhv,0,Before You Build - A Spatial Clarity Guide Spatial Clarity £72.13
sphinxtextures,https://sphinxtextures.gumroad.com,1,1,1,3D > Textures > Base,0,0,4287,0.0,25.04,25.04,25.04,0,0,https://sphinxtextures.gumroad.com/l/eclipse,0,ECLIPSE - Celeste/Calypso Retexture Ari•The•Wolf £18.59 £13.94+
spiritwolfcreations,https://spiritwolfcreations.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Tops,0,0,4288,0.0,5.01,5.01,5.01,0,0,https://spiritwolfcreations.gumroad.com/l/CyberBaddie,0,Cyber Baddie SpiritWolf Creations £3.72+
squashed,https://squashed.gumroad.com,1,1,1,3D > Avatars > Male,0,0,4289,0.0,40.4,40.4,40.4,0,0,https://squashed.gumroad.com/l/vneeb,0,Symbiote Surge Suit MSM2 4K Textures Squashed £30
stacydesigns,https://stacydesigns.gumroad.com,1,1,1,Design > Graphics > Mockups > Illustrator,0,0,4290,0.0,15.02,15.02,15.02,0,0,https://stacydesigns.gumroad.com/l/zbtxqc,0,60 Creative Resources for Designers StacyDesign £11.15
steveway,https://steveway.gumroad.com,1,1,1,Gaming > Streaming,0,0,4291,0.0,57.72,57.72,57.72,0,0,https://steveway.gumroad.com/l/phonemation,0,Phonemation Steveway £42.86+
stilettosinclair,https://stilettosinclair.gumroad.com,1,2,2,Music & Sound Design > Dance & Theater > Dance,0,0,4292,0.0,15.03,15.03,15.03,0,0,https://stilettosinclair.gumroad.com/l/sparkle101,0,"Sparkle 101: A Beginner's Guide To Stage, Sass, And Snacks from Someon"
stitchvault,https://stitchvault.gumroad.com,1,1,1,Design > Graphics > Vector Graphics,0,0,4293,0.0,50.06,50.06,50.06,0,0,https://stitchvault.gumroad.com/l/ANIME,0,LIFETIME MEMBERSHIP | Anime T-Shirt Designs — Forever StitchVault £37.
strracing,https://strracing.gumroad.com,1,1,1,Films > Performance,0,0,4294,0.0,3.46,3.46,3.46,0,0,https://strracing.gumroad.com/l/noyuwm,0,TRACK TEST VIDEO SUPER 5 GTTURBO ANDREA DE ADAMICH GRAND PRIX tino £2.
studioclem,https://studioclem.gumroad.com,1,1,1,Design > Print & Packaging > Illustrator,0,0,4295,0.0,10.02,10.02,10.02,0,0,https://studioclem.gumroad.com/l/NsqNQ,0,CBD0006-Floor Display 460x460x1790MM Template-HCB16MM CLEM - Cardboard
studioghimp,https://studioghimp.gumroad.com,1,1,1,Design > Branding > Social Media,0,0,4296,0.0,40.39,40.39,40.39,0,0,https://studioghimp.gumroad.com/l/smm-client-portal,0,Social Media Manager Client Portal | Notion Template Cristina Ghimp £2
studiopandemonia,https://studiopandemonia.gumroad.com,1,1,1,Education > Social Studies > History,0,0,4297,0.0,20.04,20.04,20.04,0,0,https://studiopandemonia.gumroad.com/l/jmxvi,0,All Mythology Charts Studio Pandemonia £14.88+
studioprimal,https://studioprimal.gumroad.com,1,1,1,Design > Branding,0,0,4298,0.0,56.53,56.53,56.53,0,0,https://studioprimal.gumroad.com/l/monolith-digital-brand-guideline-template-in-figma,0,Monolith - Digital Brand Guideline Template in Figma StudioPrimal £41.
studiosurin,https://studiosurin.gumroad.com,1,1,1,3D > VRChat > Setup Scripts,0,0,4299,0.0,2.01,2.01,2.01,0,0,https://studiosurin.gumroad.com/l/rqyalh,0,【Unity】 lilToon Bulk Copier STUDIO SURIN £1.49
studiowon,https://studiowon.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Shirts,0,0,4300,0.0,10.02,10.02,10.02,0,0,https://studiowon.gumroad.com/l/360-3d-tshirt,0,3D Animated T-Shirt Mockup (360 Rotation) Studio Won £7.44
studyinpoland,https://studyinpoland.gumroad.com,1,1,1,Education > Science > Medicine,0,0,4301,0.0,99.17,99.17,99.17,0,0,https://studyinpoland.gumroad.com/l/mathexamprep,0,Mathematics - Exams Preparations for Polish Universities Entry Exams P
suejan,https://suejan.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Resources,0,0,4302,0.0,397.56,397.56,397.56,0,0,https://suejan.gumroad.com/l/asktheoracle,0,Ask the Oracle 🔮 Sue-Jan Noreiga £295.21
sueldonetoautonomo,https://sueldonetoautonomo.gumroad.com,1,1,1,Business & Money > Accounting,0,0,4303,0.0,16.16,16.16,16.16,0,0,https://sueldonetoautonomo.gumroad.com/l/lo-que-nadie-te-explica-cuando-te-haces-autonomo,0,Lo que nadie te explica cuando te haces autónomo en España Lo que nadi
suhadidesign,https://suhadidesign.gumroad.com,1,1,1,Design > Fonts,0,0,4304,0.0,34.04,34.04,34.04,0,0,https://suhadidesign.gumroad.com/l/rqtsca,0,Spenbeb Game Cartoon Font suhadidesign £25.28+
sultanrahdarian,https://sultanrahdarian.gumroad.com,1,1,1,Design > Industrial Design,0,0,4305,0.0,75.11,75.11,75.11,0,0,https://sultanrahdarian.gumroad.com/l/jsfox,0,CAD/CAM Leaders Mastercam Foundational Course Jacob Rahdarian £55.77
sumakeredu,https://sumakeredu.gumroad.com,1,1,1,3D > 3D Assets > SketchUp,0,0,4306,0.0,80.12,80.12,80.12,0,0,https://sumakeredu.gumroad.com/l/ENSCAPEASSET,0,EN | ENSCAPE CUSTOM ASSET (60GB) SU Maker £59.49
