seller,profile_url,products,observations,categories,top_category,ratings_total,rated_products,ratings_rank,ratings_share_pct,med_price_usd,min_price_usd,max_price_usd,free_products,subs,top_product_url,top_product_ratings,top_product_title
wooddrone,https://wooddrone.gumroad.com,3,6,3,3D > 3D Assets > Clothing > Outfits,2,2,2029,0.001,10.71,10.71,10.71,0,0,https://wooddrone.gumroad.com/l/ultrafit,1,Ultra.Fit (Alphazear Northern Aspil Dergal Faelyn Fara Fluffgan Kuda M
aghor,https://aghor.gumroad.com,2,2,1,Audio > Subliminal Messages,2,2,2030,0.001,107.75,107.75,107.75,0,0,https://aghor.gumroad.com/l/andcou,1,Become one with Shiva II God State Premium Aghora Subs 5.0 (1) £80.01+
aiforsales2026,https://aiforsales2026.gumroad.com,2,2,2,Business & Money > Marketing & Sales > Analytics,2,1,2031,0.001,11.52,10.02,13.01,0,0,https://aiforsales2026.gumroad.com/l/fbnhkr,2,"Kling 2.6 VEO 3.1 & Sora 2 , 3000 prompts, 125 GUIDE Docs , PDFs, tips"
amandaxvictoria,https://amandaxvictoria.gumroad.com,2,2,1,Photography > Cosplay,2,2,2032,0.001,15.03,10.02,20.04,0,0,https://amandaxvictoria.gumroad.com/l/power,1,Power Photoset AmandaxVictoria 5.0 (1) £14.88
artistoids,https://artistoids.gumroad.com,2,2,2,3D > 3D Assets > Unity > Animations,2,1,2033,0.001,158.65,57.68,259.62,0,0,https://artistoids.gumroad.com/l/qzoic,2,"Relaxing Ball Animation File Hello, in the file, you will find, the ba"
atlasreed,https://atlasreed.gumroad.com,2,4,2,Fitness & Health > Exercise & Workout,2,2,2034,0.001,164.3,49.09,279.5,0,0,https://atlasreed.gumroad.com/l/elite5percent,1,The Elite 5% Complete Physique System 2.0 Atlas Reed 5.0 (1) £207.54
avizenko,https://avizenko.gumroad.com,2,2,2,Audio > ASMR,2,2,2035,0.001,1.35,1.35,1.35,0,0,https://avizenko.gumroad.com/l/asmrvoicepack,1,ASMR Birthday Celebration Voicepack 2022 Avi Zenko 5.0 (1) £1+
blackillustrations,https://blackillustrations.gumroad.com,2,2,1,Music & Sound Design > Dance & Theater > Theater,2,2,2036,0.001,28.05,28.05,28.05,0,0,https://blackillustrations.gumroad.com/l/lgwlc,1,Performing Arts Illustration Pack These illustrations show the beauty
brokenroadfilms,https://brokenroadfilms.gumroad.com,2,2,1,Films > Short Film,2,2,2037,0.001,4.0,4.0,4.0,1,0,https://brokenroadfilms.gumroad.com/l/yrvjbb,1,An American Odyssey. Prologue: Gambit Part 2 Broken Road Films 5.0 (1)
bytomika,https://bytomika.gumroad.com,2,2,1,Films > Video Production & Editing > Stock,2,1,2038,0.001,80.14,80.14,80.14,0,0,https://bytomika.gumroad.com/l/tunnelled,2,"VJ Loops, 4k, Visuals, TunnelLED tomika 5.0 (2) £59.51"
catandbrownie,https://catandbrownie.gumroad.com,2,2,1,Fiction Books > Fantasy,2,2,2039,0.001,10.79,9.55,12.03,0,0,https://catandbrownie.gumroad.com/l/msssx,1,My Darkest Pleasure personal &amp; darkest erotic fantasy cat and brow
cloaking,https://cloaking.gumroad.com,2,2,1,Films > Video Production & Editing > Stock,2,1,2040,0.001,100.18,100.18,100.18,0,0,https://cloaking.gumroad.com/l/Apyow,2,SALO VJ PACK STYLIZED VJ PACK FOR DARKWAVE SYNTHWAVE TECHNO HOUSE SHOW
dutytodumbbells,https://dutytodumbbells.gumroad.com,2,2,2,Fitness & Health > Running,2,1,2041,0.001,11.78,9.28,14.28,0,0,https://dutytodumbbells.gumroad.com/l/drswu,2,Canadian Forces BMQ 6-Week Fitness Prep Package Duty To Dumbbells - Fi
elastischool,https://elastischool.gumroad.com,2,2,1,Fitness & Health > Yoga,2,1,2042,0.001,53.59,42.07,65.11,0,0,https://elastischool.gumroad.com/l/needles,2,Splits And Needles Workshop Amy Goh 5.0 (2) £31.24
englishbymarta,https://englishbymarta.gumroad.com,2,2,1,Education > English,2,1,2043,0.001,4.04,4.04,4.04,0,0,https://englishbymarta.gumroad.com/l/oirqs,2,Future tenses BUNDLE englishbymarta 5.0 (2) £3.00
fitocartoon,https://fitocartoon.gumroad.com,2,2,1,Films > Movie > Animation,2,1,2044,0.001,20.04,10.02,30.06,0,0,https://fitocartoon.gumroad.com/l/pwmrg,2,Adobe Animate desde Cero FITO 5.0 (2) £22.32
gabrielguerreroa,https://gabrielguerreroa.gumroad.com,2,2,1,Films > Movie > Music Videos & Concerts,2,1,2045,0.001,20.04,20.04,20.04,0,0,https://gabrielguerreroa.gumroad.com/l/urban_blueprint,2,"The ""Urban Blueprint"" Live FX Gabriel Guerrero 1.0 (2) £14.88+"
globaldisruption,https://globaldisruption.gumroad.com,2,3,2,Business & Money > Entrepreneurship > Courses,2,1,2046,0.001,74.42,10.38,138.47,0,1,https://globaldisruption.gumroad.com/l/ywmys,2,Win the EU Proposal Before Drafting Starts Kristjan Zemljic & Maja Nov
ikewulf,https://ikewulf.gumroad.com,2,2,1,3D > VRChat > Spring Joints,2,1,2047,0.001,3.0,3.0,3.0,0,0,https://ikewulf.gumroad.com/l/acorn,2,Acorn Springjoint Acorn SpringjointA custom made springjoint ball made
johnbellruns,https://johnbellruns.gumroad.com,2,2,1,Fitness & Health > Running,2,1,2048,0.001,5.37,5.37,5.37,0,0,https://johnbellruns.gumroad.com/l/egeqqe,2,Master Your Miles - Beginner's Guide To Running John Bell 5.0 (2) £3.9
jrslaam,https://jrslaam.gumroad.com,2,4,2,Music & Sound Design > Dance & Theater > Dance,2,1,2049,0.001,250.45,150.27,350.63,0,0,https://jrslaam.gumroad.com/l/personalkrump,2,Personal 1x1 (Krump Trainings) SERGII BABENKO 5.0 (2) £111.58
kireneko,https://kireneko.gumroad.com,2,3,3,3D > 3D Assets > Headwear > Hats,2,2,2050,0.001,12.89,5.76,20.03,0,0,https://kireneko.gumroad.com/l/burlesquehat,1,Burlesque hats Bundle KireNeko 5.0 (1) £4.28+
licnefinansije,https://licnefinansije.gumroad.com,2,2,1,Business & Money > Personal Finance,2,1,2051,0.001,230.78,173.08,288.47,0,0,https://licnefinansije.gumroad.com/l/ETFkurs,2,"Video kurs - ""Pasivno investiranje - sve o ulaganju u ETF-ove"" Lične F"
lisiangel,https://lisiangel.gumroad.com,2,2,1,Photography > Cosplay,2,2,2052,0.001,17.54,15.03,20.04,0,0,https://lisiangel.gumroad.com/l/ilmjz,1,Ino Yamanaka 16+ 15+photos HD lisiangel1 £14.88+ 5.0 (1)
lucidum,https://lucidum.gumroad.com,2,2,1,3D > Textures > Tattoos,2,1,2053,0.001,10.02,10.02,10.02,0,0,https://lucidum.gumroad.com/l/Ryu,2,Ryu Texture - Ace Base V4 Illusive Designs 5.0 (2) £7.44
magpiestudio,https://magpiestudio.gumroad.com,2,2,1,Films > Movie > Anime,2,2,2054,0.001,12.0,12.0,12.0,0,0,https://magpiestudio.gumroad.com/l/elfuda1,1,Elfuda - Plus Sized Elf v1 Magpie_3d 5.0 (1) $12
massivesupplyco,https://massivesupplyco.gumroad.com,2,2,1,Design > Graphics > Textures & Patterns (2D),2,1,2055,0.001,47.06,35.05,59.08,0,0,https://massivesupplyco.gumroad.com/l/bleeder,2,BLEEDER - Ink Bleed Photoshop Plugin / Non-Destructive Ink Bleed Destr
matkatmusic,https://matkatmusic.gumroad.com,2,2,1,Music & Sound Design > Sound Design > Plugins > Logic Pro,2,1,2056,0.001,195.34,90.15,300.53,0,0,https://matkatmusic.gumroad.com/l/TheMosleyMix,2,43 left The Mosley Mix!! Matkat Music Top creator 5.0 (2) £66.94
mednote31,https://mednote31.gumroad.com,2,2,1,Education > Science > Medicine,2,1,2057,0.001,5.01,5.01,5.01,0,0,https://mednote31.gumroad.com/l/wqlio,2,🩺 Step 2 CK High-Yield Notes – Master the Exam with Confidence Dr. Med
mikexcohen,https://mikexcohen.gumroad.com,2,2,1,Education > Math,2,1,2058,0.001,35.07,35.07,35.07,0,0,https://mikexcohen.gumroad.com/l/calculus,2,"Calculus Unraveled: Intuition, Proofs, and Python About this book605 p"
mindustries,https://mindustries.gumroad.com,2,2,1,Fiction Books > Teen & Young Adult,2,2,2059,0.001,7.49,5.76,9.22,0,0,https://mindustries.gumroad.com/l/shards-one,1,"Shards, Volume I (April 2023): A thematic exploration of possibilities"
mockupsdesign,https://mockupsdesign.gumroad.com,2,5,3,Design > Graphics > Mockups > Photoshop,2,1,2060,0.001,10.02,5.01,15.02,0,0,https://mockupsdesign.gumroad.com/l/1MockupDownload,2,1 Mockup Download — Full Resolution PSD mockups-design.com 5.0 (2) £3.
mrjakeparker,https://mrjakeparker.gumroad.com,2,2,1,Comics & Graphic Novels,2,1,2061,0.001,45.56,12.01,79.11,0,0,https://mrjakeparker.gumroad.com/l/spaceships-book,2,Kepler's Intergalactic Guide to Spaceships - Digital Edition Jake Park
novapigstudios,https://novapigstudios.gumroad.com,2,2,1,3D > 3D Assets > Modo,2,1,2062,0.001,15.02,15.02,15.02,0,0,https://novapigstudios.gumroad.com/l/WinterOttSet,2,D.Otter Winter Set Your Otter Feeling A Bit Cold?How about trying putt
officialaayjayy,https://officialaayjayy.gumroad.com,2,2,1,3D > 3D Modeling,2,1,2063,0.001,47.56,45.06,50.07,0,0,https://officialaayjayy.gumroad.com/l/zmkdo,2,DELTARUNE MODEL PACK [ CHAPTER FIVE UPDATE!! ] A.J. 5.0 (2) £33.46
ostavrc,https://ostavrc.gumroad.com,2,3,2,3D > Textures > Base,2,2,2064,0.001,13.52,12.01,15.02,0,0,https://ostavrc.gumroad.com/l/JexDergal,1,🌸 JexDergal Texture for Dergal 🌸 Osta 5.0 (1) £11.15+
phoerens,https://phoerens.gumroad.com,2,2,2,3D > Character Design,2,1,2065,0.001,19.81,5.01,34.61,0,0,https://phoerens.gumroad.com/l/dptuvt,2,Fabric TUTORIAL - Learn texturing and lookdev for detailed clothes 🧶No
pixeliota,https://pixeliota.gumroad.com,2,2,1,Design > Print & Packaging > Illustrator,2,1,2066,0.001,12.52,10.02,15.02,0,0,https://pixeliota.gumroad.com/l/EndlessScripts,2,Endless Scripts ✦ Adobe Illustrator Script Manager Extension Stop Drag
ravenine,https://ravenine.gumroad.com,2,2,1,Music & Sound Design > Sound Design > Courses,2,2,2067,0.001,44.08,39.07,49.09,0,0,https://ravenine.gumroad.com/l/fullon,1,"""Digital Om"" Style Full-On Psytrance Ableton Template - 145 BPM Rave N"
rayvrc,https://rayvrc.gumroad.com,2,2,2,3D > 3D Assets > Props > Companions,2,1,2068,0.001,1.5,1.0,2.01,0,0,https://rayvrc.gumroad.com/l/MushBabyFollower,2,Mush Baby Follower PC Only Made from scratch by me! A cute little foll
sazzyl,https://sazzyl.gumroad.com,2,2,2,3D > Textures > Base,2,1,2069,0.001,20.03,20.03,20.03,0,0,https://sazzyl.gumroad.com/l/FoxyRaven,2,Raven - Foxybeast Retexture Only textures included no model or assets
stephsnownp,https://stephsnownp.gumroad.com,2,4,2,Fitness & Health > Weight Loss & Dieting,2,1,2070,0.001,39.07,34.06,44.08,0,0,https://stephsnownp.gumroad.com/l/oqbhmy,2,"GLP-1 After 65 Toolkit Steph Snow, NP 4.0 (2) £25.29"
tamiliniyan,https://tamiliniyan.gumroad.com,2,2,1,Business & Money > Marketing & Sales > Email,2,1,2071,0.001,49.07,49.07,49.07,0,0,https://tamiliniyan.gumroad.com/l/mbrxsv,2,6 left Automate Hyper-Personalized Outreach That Actually Gets Replies
tanvirhoque,https://tanvirhoque.gumroad.com,2,2,1,Design > Entertainment Design,2,2,2072,0.001,1.0,1.0,1.0,0,0,https://tanvirhoque.gumroad.com/l/ramadan-visions-prompts-and-images-bundle,1,19 left 🌙 Ramadan Visions: 20 AI Prompts + Premium Images MD Tanvir 4.
the5to9hustle,https://the5to9hustle.gumroad.com,2,2,1,Business & Money > Gigs & Side Projects,2,2,2073,0.001,16.98,10.96,22.99,0,0,https://the5to9hustle.gumroad.com/l/dtvtex,1,Ties Brand and Sourcing Guide the5to9hustle 5.0 (1) £17.07
thearticulated,https://thearticulated.gumroad.com,2,2,1,Design > Entertainment Design,2,1,2074,0.001,2.24,1.99,2.49,0,0,https://thearticulated.gumroad.com/l/veo3guide,2,The Ultimate Veo3 Prompt and Scenebuilder Guide - 150+ SOLD The Articu
thecaveoflahmu,https://thecaveoflahmu.gumroad.com,2,4,2,3D > 3D Assets > Accessories > Jewelry,2,1,2075,0.001,18.46,17.31,19.62,0,0,https://thecaveoflahmu.gumroad.com/l/tiamatsregalia,2,Tiamat's Regalia [For Alber's Draconian] Lahmu The Beast 4.0 (2) £12.8
thelostkey,https://thelostkey.gumroad.com,2,2,1,Films > Movie > Romance,2,1,2076,0.001,8.01,5.0,11.02,0,0,https://thelostkey.gumroad.com/l/mainfilm,2,The Lost Key / La Llave Perdida AN ANCIENT SECRET IS TRANSFORMING SEXU
tjpsnews,https://tjpsnews.gumroad.com,2,2,1,Education > Social Studies > Politics,2,2,2077,0.001,6.96,5.97,7.96,0,0,https://tjpsnews.gumroad.com/l/resistance,1,RESISTANCE (E-BOOK) Jeremiah Patterson 5.0 (1) £5.91
topengineer,https://topengineer.gumroad.com,2,2,1,Design > Industrial Design,2,1,2078,0.001,100.14,100.14,100.14,0,0,https://topengineer.gumroad.com/l/tekla-structures-guide-english,2,Tekla Structures. Modeling Guide for Beginners and Advanced Users in t
toyshooter,https://toyshooter.gumroad.com,2,2,1,Photography > Photo Courses,2,1,2079,0.001,122.22,97.18,147.26,0,0,https://toyshooter.gumroad.com/l/toyphotographyelite,2,Learn Toy Photography - Elite Edition Toy Shooter 5.0 (2) £109.35
williamzafaran,https://williamzafaran.gumroad.com,2,3,2,Design > Print & Packaging > Powerpoint,2,2,2080,0.001,42.08,40.35,43.81,0,0,https://williamzafaran.gumroad.com/l/CornerRadiusPro,1,Corner Radius Pro For PowerPoint William Zafaran 5.0 (1) £29.96
winningwithwells,https://winningwithwells.gumroad.com,2,2,1,"Business & Money > Networking, Careers & Jobs",2,2,2081,0.001,123.67,50.06,197.28,0,0,https://winningwithwells.gumroad.com/l/orsyo,1,The Process: Get Hired and Build a Career in Process Operations - eBoo
6728558797025,https://6728558797025.gumroad.com,1,1,1,Design > UI & Web > Adobe,2,1,2082,0.001,0.0,0.0,0.0,1,0,https://6728558797025.gumroad.com/l/gtigy,2,Car Dump in Fire | 2D Animation in Adobe Animate Vladimir Klimenko 5.0
6pft,https://6pft.gumroad.com,1,1,1,Fitness & Health > Weight Loss & Dieting,2,1,2083,0.001,996.78,996.78,996.78,0,0,https://6pft.gumroad.com/l/6PFT,2,Six Pack Fast Track - 6 Week Fitness Challenge Six Pack Fast Track 5.0
7ala,https://7ala.gumroad.com,1,1,1,Design > Branding > Business Cards,2,1,2084,0.001,2.01,2.01,2.01,0,0,https://7ala.gumroad.com/l/lmixj,2,Thanks Card - بطاقة شكر Hala Shop - مبادرة حلا الروح 5.0 (2) £1.49+
978244704581,https://978244704581.gumroad.com,1,1,1,Design > Entertainment Design,2,1,2085,0.001,2.3,2.3,2.3,0,0,https://978244704581.gumroad.com/l/dbfkgh,2,Snowy - snow that sticks to your dock & penguin that slides ❄️🐧 Mirza
abaexaudio,https://abaexaudio.gumroad.com,1,1,1,Education > Specialties,2,1,2086,0.001,129.23,129.23,129.23,0,0,https://abaexaudio.gumroad.com/l/dqngv,2,ABA Exam Audio – Complete BCBA & BCaBA Study Tracks (150+ Tracks) ABAE
abbasphere457,https://abbasphere457.gumroad.com,1,1,1,Design > Graphics > Assets & Templates,2,1,2087,0.001,10.02,10.02,10.02,0,0,https://abbasphere457.gumroad.com/l/ylequh,2,Ramadan 1447 Calendar - Printable PDF Hauwa Abbas 5.0 (2) £7.44+
agencysupply,https://agencysupply.gumroad.com,1,1,1,Business & Money > Entrepreneurship,2,1,2088,0.001,97.14,97.14,97.14,0,0,https://agencysupply.gumroad.com/l/agencyos,2,Agency OS - Agency Operating System Agency Supply 5.0 (2) £72.13
agustinhonnun,https://agustinhonnun.gumroad.com,1,2,2,3D > 3D Assets > Props > Weapons,2,1,2089,0.001,35.04,35.04,35.04,0,0,https://agustinhonnun.gumroad.com/l/Stylized-Course,2,"Stylized Game Asset Creation Course - Blender Modeling, Sculpting and"
akdenizdesigns,https://akdenizdesigns.gumroad.com,1,1,1,3D > 3D Assets > Accessories > Jewelry,2,1,2090,0.001,11.54,11.54,11.54,0,0,https://akdenizdesigns.gumroad.com/l/WaveBracelet,2,18 left Akdeniz Designs - Wave Bracelet (Handmade) akdenizdesigns 5.0
alanavictory,https://alanavictory.gumroad.com,1,1,1,Business & Money > Accounting,2,1,2091,0.001,22.03,22.03,22.03,0,0,https://alanavictory.gumroad.com/l/daytrading,2,THE DISCIPLINED TRADER(DAILY JOURNAL) Alana 5.0 (2) £16.36
aleksandrawojcik,https://aleksandrawojcik.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Photoshop,2,1,2092,0.001,6.01,6.01,6.01,0,0,https://aleksandrawojcik.gumroad.com/l/RjAzj,2,photoshop brushes 2025 Aleksandra Wojcik 5.0 (2) £4.46+
alexmorgan07,https://alexmorgan07.gumroad.com,1,1,1,Business & Money > Management & Leadership,2,1,2093,0.001,20.01,20.01,20.01,0,0,https://alexmorgan07.gumroad.com/l/ai-for-leaders,2,The AI Operating System for Founders & CEOs Creator Lab 5.0 (2) £14.86
alexyssss26,https://alexyssss26.gumroad.com,1,1,1,3D > 3D Modeling,2,1,2094,0.001,75.11,75.11,75.11,0,0,https://alexyssss26.gumroad.com/l/fiqgww,2,[Fazbear Frights] Count the Ways - Funtime Freddy | Blender 5.1.2 Alex
alfd,https://alfd.gumroad.com,1,1,1,Business & Money > Accounting,2,1,2095,0.001,100.14,100.14,100.14,0,0,https://alfd.gumroad.com/l/floralrecipebuilder,2,Floral Recipe Builder Amy Lauren Floral Design 5.0 (2) £74.36
amparosoft,https://amparosoft.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Sheet Music,2,1,2096,0.001,400.71,400.71,400.71,0,0,https://amparosoft.gumroad.com/l/CtuON,2,"600+ ""Best Licks - Intuitive Guitar"" Full Series for Windows, macOS an"
andrewazara,https://andrewazara.gumroad.com,1,1,1,Music & Sound Design > Sound Design > Samples,2,1,2097,0.001,17.32,17.32,17.32,0,0,https://andrewazara.gumroad.com/l/DBPsamplepack,2,"Andrew Azara: Drums, Bass & Percussion Andrew Azara 5.0 (2) £12.86"
apiad,https://apiad.gumroad.com,1,1,1,Education > Science,2,1,2098,0.001,25.0,25.0,25.0,0,0,https://apiad.gumroad.com/l/ai,2,Mostly Harmless AI Alejandro Piad Morffis 5.0 (2) $25 $12.50
artell,https://artell.gumroad.com,1,1,1,3D > Rigging,2,1,2099,0.001,50.07,50.07,50.07,0,0,https://artell.gumroad.com/l/autorigpro,2,"Auto-Rig Pro Pricing update:Updating Auto-Rig Pro, keeping it compatib"
assetunion,https://assetunion.gumroad.com,1,2,2,Design > Icons > Vector Icons,2,1,2100,0.001,89.13,89.13,89.13,0,0,https://assetunion.gumroad.com/l/inking-icon-set,2,Inking Icon Set 3.0 Asset Union 5.0 (2) £66.18
ayoubbellabes,https://ayoubbellabes.gumroad.com,1,1,1,Design > Graphics > Marketing & Social,2,1,2101,0.001,39.05,39.05,39.05,0,0,https://ayoubbellabes.gumroad.com/l/stroy-templates,2,تِسْعَة وتِسْعِين قالب ستوري جاهز لتحويل المشاهدات الى مبيعات هل تتمنى
barbunicorn,https://barbunicorn.gumroad.com,1,1,1,Gaming > Streaming,2,1,2102,0.001,5.78,5.78,5.78,0,0,https://barbunicorn.gumroad.com/l/VNyanPokeball,2,Throwable Pokeball with capture effect BarbUnicorn 5.0 (2) £4.29+
bartendingbyeric,https://bartendingbyeric.gumroad.com,1,1,1,Business & Money > Entrepreneurship,2,1,2103,0.001,29.04,29.04,29.04,0,0,https://bartendingbyeric.gumroad.com/l/starterguide,2,The Mobile Bartending Starter Guide Bartending By Eric 5.0 (2) £21.56
beckabunss,https://beckabunss.gumroad.com,1,1,1,Fiction Books > Teen & Young Adult,2,1,2104,0.001,0.0,0.0,0.0,1,0,https://beckabunss.gumroad.com/l/soyandbee2,2,40 left Soy and Bee - Preorder - Collection 2 The second collection of
blackresource,https://blackresource.gumroad.com,1,1,1,Education > Social Studies,2,1,2105,0.001,5.01,5.01,5.01,0,0,https://blackresource.gumroad.com/l/zoyphb,2,Black Resource Magazine 2026 Juneteenth Collector's Edition Carlanda M
bladeronner,https://bladeronner.gumroad.com,1,1,1,Education > Social Studies > Politics,2,1,2106,0.001,10.01,10.01,10.01,0,0,https://bladeronner.gumroad.com/l/dndbook,2,Dungeons 'n' Durags (Humor/Political Satire) Blade Ronner Media LLC 5.
boydproductions,https://boydproductions.gumroad.com,1,1,1,Films > Documentary,2,1,2107,0.001,250.45,250.45,250.45,0,0,https://boydproductions.gumroad.com/l/xavmq,2,The Street Project Boyd Productions Top creator 5.0 (2) £185.97
breadexpert,https://breadexpert.gumroad.com,1,1,1,3D > Textures > Eyes,2,1,2108,0.001,6.64,6.64,6.64,0,0,https://breadexpert.gumroad.com/l/uezemp,2,Crystal Eye Texture | Multiple Colours + PSD File Bread Expert 5.0 (2)
brekkedayne,https://brekkedayne.gumroad.com,1,1,1,3D > 3D Modeling,2,1,2109,0.001,10.02,10.02,10.02,0,0,https://brekkedayne.gumroad.com/l/bmwm5f90comp,2,BMW M5 F90 Competition 2022 Jameica Marsh 3.0 (2) £7.44+
brohovah,https://brohovah.gumroad.com,1,1,1,Films > Movie > Horror,2,1,2110,0.001,0.0,0.0,0.0,1,0,https://brohovah.gumroad.com/l/BDWallpapers,2,BrohovahDesigns' Halloween Wallpapers PT. 1 Steven 5.0 (2) £0.00+
byaydenrx,https://byaydenrx.gumroad.com,1,1,1,Design > Graphics > Textures & Patterns (2D),2,1,2111,0.001,16.03,16.03,16.03,0,0,https://byaydenrx.gumroad.com/l/fabrictextures,2,TEXTILE SCAN LIBRARY™ BYAYDENRX 5.0 (2) £11.90
camposmusic,https://camposmusic.gumroad.com,1,1,1,Music & Sound Design > Instruments > Piano,2,1,2112,0.001,19.99,19.99,19.99,0,0,https://camposmusic.gumroad.com/l/KrSa,2,"Salsa, Afro Cuban Montunos for Piano (MIDI Files) camposmusic 5.0 (2)"
cauneausarts,https://cauneausarts.gumroad.com,1,1,1,Design > Graphics > Marketing & Social,2,1,2113,0.001,3.0,3.0,3.0,0,0,https://cauneausarts.gumroad.com/l/QILdQ,2,Claws | Premium Stinger Transition | Twitch/Facebook/OBS Cauneaus Arts
celliniartfund,https://celliniartfund.gumroad.com,1,1,1,Films > Documentary,2,1,2114,0.001,36.94,36.94,36.94,0,0,https://celliniartfund.gumroad.com/l/tarocchieracconti,2,Tarocchi e Racconti (Tales of Tarot) Cellini Art Fund 5.0 (2) £27.43
chelseacristoffor,https://chelseacristoffor.gumroad.com,1,1,1,Fiction Books,2,1,2115,0.001,50.08,50.08,50.08,0,0,https://chelseacristoffor.gumroad.com/l/goodflowerbadflower,2,GOOD FLOWER BAD FLOWER Chelsea Cristoffor 5.0 (2) £37.19
cheno,https://cheno.gumroad.com,1,1,1,Drawing & Painting > Digital Illustration > Illustration Brushes > Blender,2,1,2116,0.001,3.0,3.0,3.0,0,0,https://cheno.gumroad.com/l/pack-pinceles-chenoarts,2,PACK de PINCELES por @CHENO.ARTS Carlos Fonseca 5.0 (2) £2.23+
chovano,https://chovano.gumroad.com,1,1,1,Education > Science > Medicine,2,1,2117,0.001,15.03,15.03,15.03,0,0,https://chovano.gumroad.com/l/luikhi,2,THE PSA GUIDE - How Clinicians Think About PSA Michal Chovanec 3.0 (2)
chrishongart,https://chrishongart.gumroad.com,1,1,1,Drawing & Painting > Traditional Art,2,1,2118,0.001,30.06,30.06,30.06,0,0,https://chrishongart.gumroad.com/l/my-3-value-group-method-class,2,Easy Watercolour Portraits: My 3-Value Group Method! Chris Hong 5.0 (2
cinderstorm8,https://cinderstorm8.gumroad.com,1,1,1,3D > 3D Assets > Clothing > Tops,2,1,2119,0.001,3.0,3.0,3.0,0,0,https://cinderstorm8.gumroad.com/l/SimpleCasuals,2,Simple casuals CinderStorm 5.0 (2) £2.23+
corbi,https://corbi.gumroad.com,1,1,1,3D > VRChat > World Constraints,2,1,2120,0.001,11.54,11.54,11.54,0,0,https://corbi.gumroad.com/l/udonfishingsystem,2,Udon Fishing System Udon Fishing System is an asset for VRChat world c
cosmosmythos,https://cosmosmythos.gumroad.com,1,1,1,Films > Movie > Animation,2,1,2121,0.001,15.03,15.03,15.03,0,0,https://cosmosmythos.gumroad.com/l/vxpexy,2,Grease Pencil Auto Interpolate (Blender 4.3+ Addon) cosmosmythos 5.0 (
cozymantis,https://cozymantis.gumroad.com,1,1,1,Films > Movie > Animation,2,1,2122,0.001,39.07,39.07,39.07,0,0,https://cozymantis.gumroad.com/l/cozy-animated-portraits-with-stablediffusion-comfyui-aniportrait,2,Cozy Portrait Animator - ComfyUI Nodes & Workflow To Animate A Face Fr
craftedanomaly,https://craftedanomaly.gumroad.com,1,1,1,Films > Video Production & Editing > Video Assets & Loops > Premiere Pro,2,1,2123,0.001,5.01,5.01,5.01,0,0,https://craftedanomaly.gumroad.com/l/notecraft,2,"Notecraft - Integrated Notes, Tasks & Timer for Premiere Pro Crafted A"
createdbyjaymard,https://createdbyjaymard.gumroad.com,1,1,1,Films > Video Production & Editing > LUTs,2,1,2124,0.001,20.0,20.0,20.0,0,0,https://createdbyjaymard.gumroad.com/l/everyday-moments-lut-pack,2,"everyday moments: the lut pack ENDING SOON: USE DISCOUNT CODE ""VLG20"""
creditbaenae,https://creditbaenae.gumroad.com,1,1,1,Business & Money > Accounting,2,1,2125,0.001,100.0,100.0,100.0,0,0,https://creditbaenae.gumroad.com/l/businesscredit101,2,$100K Bosspreneur Challenge: Get Your Business Funded! CreditBaeNae 5.
daisythecreep,https://daisythecreep.gumroad.com,1,1,1,3D > Avatars > Male,2,1,2126,0.001,57.69,57.69,57.69,0,0,https://daisythecreep.gumroad.com/l/reaperav,2,Reaper | VRChat Avatar | PhysBones DaisyTheCreep 5.0 (2) £42.84+
danielemotion,https://danielemotion.gumroad.com,1,1,1,3D > 3D Assets > Cinema 4D,2,1,2127,0.001,59.08,59.08,59.08,0,0,https://danielemotion.gumroad.com/l/fluentpack,2,Fluent Pack - Complete Cinema 4D + Redshift Kit Daniel Koltsiuk 5.0 (2
dennismartine,https://dennismartine.gumroad.com,1,1,1,Business & Money > Entrepreneurship > Podcasts,2,1,2128,0.001,6.73,6.73,6.73,0,1,https://dennismartine.gumroad.com/l/sovnqo,2,Africa Here & Now Podcast - Monthly Donation Martine Dennis 5.0 (2) £5
dennyceo,https://dennyceo.gumroad.com,1,1,1,Business & Money > Marketing & Sales > Social Media,2,1,2129,0.001,10.02,10.02,10.02,0,0,https://dennyceo.gumroad.com/l/kkiqig,2,Monetize on YouTube And Make Money CHRISTIANA 5.0 (2) £7.44
displaced,https://displaced.gumroad.com,1,1,1,Films > Documentary,2,1,2130,0.001,35.07,35.07,35.07,0,0,https://displaced.gumroad.com/l/syriandiaspora,2,418 left Displaced - Stories From the Syrian Diaspora Displaced: Stori
djmiltonja,https://djmiltonja.gumroad.com,1,2,2,Music & Sound Design > Dance & Theater > Dance,2,1,2131,0.001,320.57,320.57,320.57,0,0,https://djmiltonja.gumroad.com/l/ywskfs,2,DJ MUSIC LIBRARY + 165 DJ CRATE (PRESETS) 60s - APRIL 2026 ⬅️ SWIPE LE
doctorbennett,https://doctorbennett.gumroad.com,1,2,2,Fitness & Health > Yoga,2,1,2132,0.001,27.04,27.04,27.04,0,0,https://doctorbennett.gumroad.com/l/visceral-fat-blueprint-dr-bennett,2,The Metabolic Fat Loss Blueprint Doctor Bennett 5.0 (2) £20.08
